Country,Year,num_sequences,variant_dominant,num_sequences_per_1M,num_sequences_cumulative,num_sequences_cumulative_per_1M
Jamaica,1105,53,Omicron (XBB.1.5),18.75,3681,1301.9
Jamaica,1119,59,Omicron (XBB.1.5),20.87,3740,1322.77
Jamaica,1133,37,Omicron (XBB.1.5),13.09,3777,1335.86
Jamaica,1147,22,,7.78,3799,1343.64
Jamaica,1161,2,,0.71,3801,1344.35
Jamaica,1175,3,,1.06,3804,1345.41
Jamaica,1189,1,,0.35,3805,1345.76
Jamaica,1203,5,,1.77,3810,1347.53
Jamaica,1217,4,,1.41,3814,1348.94
Jamaica,1273,65,Omicron (XBB.1.5),22.99,3879,1371.93
Jamaica,1287,26,,9.2,3905,1381.13
Jamaica,1329,14,,4.95,3919,1386.08
Jamaica,1343,5,,1.77,3924,1387.85
Japan,111,421,Others,3.4,421,3.4
Japan,125,117,Others,0.94,538,4.34
Japan,139,149,Others,1.2,687,5.54
Japan,153,191,Others,1.54,878,7.08
Japan,167,389,Others,3.14,1267,10.22
Japan,181,804,Others,6.49,2071,16.71
Japan,195,1921,Others,15.5,3992,32.21
Japan,209,2163,Others,17.45,6155,49.66
Japan,223,1502,Others,12.12,7657,61.78
Japan,237,793,Others,6.4,8450,68.18
Japan,251,529,Others,4.27,8979,72.45
Japan,265,557,Others,4.49,9536,76.94
Japan,279,703,Others,5.67,10239,82.61
Japan,293,835,Others,6.74,11074,89.35
Japan,307,1843,Others,14.87,12917,104.22
Japan,321,2038,Others,16.44,14955,120.66
Japan,335,2317,Others,18.69,17272,139.35
Japan,349,2641,Others,21.31,19913,160.66
Japan,363,4579,Others,36.94,24492,197.6
Japan,377,3214,Others,25.93,27706,223.53
Japan,391,1764,Others,14.23,29470,237.76
Japan,405,1209,Others,9.75,30679,247.51
Japan,419,1740,Others,14.04,32419,261.55
Japan,433,2889,Others,23.31,35308,284.86
Japan,447,4910,Alpha,39.61,40218,324.47
Japan,461,7767,Alpha,62.66,47985,387.13
Japan,475,10877,Alpha,87.75,58862,474.88
Japan,489,8629,Alpha,69.62,67491,544.5
Japan,503,4722,Alpha,38.1,72213,582.6
Japan,517,4320,Alpha,34.85,76533,617.45
Japan,531,4572,Alpha,36.89,81105,654.34
Japan,545,7519,Alpha,60.66,88624,715.0
Japan,559,16680,Delta,134.57,105304,849.57
Japan,573,21046,Delta,169.79,126350,1019.36
Japan,587,32470,Delta,261.96,158820,1281.32
Japan,601,16547,Delta,133.5,175367,1414.82
Japan,615,5507,Delta,44.43,180874,1459.25
Japan,629,1880,Delta,15.17,182754,1474.42
Japan,643,774,Delta,6.24,183528,1480.66
Japan,657,554,Delta,4.47,184082,1485.13
Japan,671,405,Delta,3.27,184487,1488.4
Japan,685,317,Delta,2.56,184804,1490.96
Japan,699,739,Delta,5.96,185543,1496.92
Japan,713,2516,Omicron (BA.1),20.3,188059,1517.22
Japan,727,21590,Omicron (BA.1),174.18,209649,1691.4
Japan,741,22314,Omicron (BA.1),180.02,231963,1871.42
Japan,755,12101,Omicron (BA.1),97.63,244064,1969.05
Japan,769,10357,Omicron (BA.1),83.56,254421,2052.61
Japan,783,9592,Omicron (BA.1),77.38,264013,2129.99
Japan,797,9189,Omicron (BA.1),74.13,273202,2204.12
Japan,811,11924,Omicron (BA.2),96.2,285126,2300.32
Japan,825,10642,Omicron (BA.2),85.86,295768,2386.18
Japan,839,9988,Omicron (BA.2),80.58,305756,2466.76
Japan,853,11574,Omicron (BA.2),93.38,317330,2560.14
Japan,867,9113,Omicron (BA.2),73.52,326443,2633.66
Japan,881,7490,Omicron (BA.2),60.43,333933,2694.09
Japan,895,10306,Omicron (BA.2),83.15,344239,2777.24
Japan,909,30627,Omicron (BA.5),247.09,374866,3024.33
Japan,923,24396,Omicron (BA.5),196.82,399262,3221.15
Japan,937,17762,Omicron (BA.5),143.3,417024,3364.45
Japan,951,18191,Omicron (BA.5),146.76,435215,3511.21
Japan,965,13700,Omicron (BA.5),110.53,448915,3621.74
Japan,979,10881,Omicron (BA.5),87.78,459796,3709.52
Japan,993,8656,Omicron (BA.5),69.83,468452,3779.35
Japan,1007,8907,Omicron (BA.5),71.86,477359,3851.21
Japan,1021,10029,Omicron (BA.5),80.91,487388,3932.12
Japan,1035,14529,Omicron (BA.5),117.22,501917,4049.34
Japan,1049,18035,Omicron (BA.5),145.5,519952,4194.84
Japan,1063,20177,Omicron (BA.5),162.78,540129,4357.62
Japan,1077,17717,Omicron (BA.5),142.93,557846,4500.55
Japan,1091,14792,Omicron (BA.5),119.34,572638,4619.89
Japan,1105,10165,Omicron (BA.5),82.01,582803,4701.9
Japan,1119,6600,Omicron (BA.5),53.25,589403,4755.15
Japan,1133,4095,Omicron (BA.5),33.04,593498,4788.19
Japan,1147,2784,Omicron (BA.5),22.46,596282,4810.65
Japan,1161,2453,Omicron (BA.5),19.79,598735,4830.44
Japan,1175,2669,Omicron (XBB.1.5),21.53,601404,4851.97
Japan,1189,2955,Omicron (XBB.1.5),23.84,604359,4875.81
Japan,1203,3436,Omicron (XBB.1.5),27.72,607795,4903.53
Japan,1217,1515,Omicron (XBB.1.16),12.22,609310,4915.75
Japan,1231,1997,Omicron (XBB.1.16),16.11,611307,4931.86
Japan,1245,2517,Omicron (XBB.1.16),20.31,613824,4952.17
Japan,1259,2926,Omicron (XBB.1.16),23.61,616750,4975.78
Japan,1273,3322,Omicron (XBB.1.16),26.8,620072,5002.58
Japan,1287,4148,Omicron (XBB.1.16),33.46,624220,5036.04
Japan,1301,4207,Omicron (XBB.1.16),33.94,628427,5069.98
Japan,1315,4388,Omicron (EG.5.1),35.4,632815,5105.38
Japan,1329,4309,Omicron (EG.5.1),34.76,637124,5140.14
Japan,1343,3434,Omicron (EG.5.1),27.7,640558,5167.84
Japan,1357,2402,Omicron (EG.5.1),19.38,642960,5187.22
Japan,1371,1483,Omicron (EG.5.1),11.96,644443,5199.18
Japan,1385,1134,Omicron (EG.5.1),9.15,645577,5208.33
Japan,1399,905,Omicron (EG.5.1),7.3,646482,5215.63
Japan,1413,970,Omicron (EG.5.1),7.83,647452,5223.46
Japan,1427,1306,Omicron (HK.3),10.54,648758,5234.0
Japan,1441,1312,Omicron (BA.2.86),10.58,650070,5244.58
Japan,1455,1804,Omicron (BA.2.86),14.55,651874,5259.13
Japan,1469,2207,Omicron (BA.2.86),17.81,654081,5276.94
Japan,1483,2239,Omicron (BA.2.86),18.06,656320,5295.0
Japan,1497,1557,Omicron (BA.2.86),12.56,657877,5307.56
Japan,1511,1401,Omicron (BA.2.86),11.3,659278,5318.86
Japan,1525,1226,Omicron (BA.2.86),9.89,660504,5328.75
Japan,1539,1003,Omicron (BA.2.86),8.09,661507,5336.84
Japan,1553,592,Omicron (BA.2.86),4.78,662099,5341.62
Japan,1567,530,Omicron (BA.2.86),4.28,662629,5345.9
Japan,1581,620,Omicron (BA.2.86),5.0,663249,5350.9
Japan,1595,618,Omicron (BA.2.86),4.99,663867,5355.89
Japan,1609,659,Omicron (BA.2.86),5.32,664526,5361.21
Japan,1623,378,Omicron (BA.2.86),3.05,664904,5364.26
Japan,1637,30,Omicron (BA.2.86),0.24,664934,5364.5
Jordan,139,2,,0.18,2,0.18
Jordan,153,1,,0.09,3,0.27
Jordan,167,3,,0.27,6,0.54
Jordan,209,1,,0.09,7,0.63
Jordan,223,13,,1.15,20,1.78
Jordan,237,27,,2.39,47,4.17
Jordan,251,15,,1.33,62,5.5
Jordan,265,316,Others,28.0,378,33.5
Jordan,279,92,Others,8.15,470,41.65
Jordan,293,50,Others,4.43,520,46.08
Jordan,321,2,,0.18,522,46.26
Jordan,335,2,,0.18,524,46.44
Jordan,349,9,,0.8,533,47.24
Jordan,363,43,Alpha,3.81,576,51.05
Jordan,377,20,,1.77,596,52.82
Jordan,391,19,,1.68,615,54.5
Jordan,405,10,,0.89,625,55.39
Jordan,419,27,,2.39,652,57.78
Jordan,433,22,,1.95,674,59.73
Jordan,447,11,,0.97,685,60.7
Jordan,461,14,,1.24,699,61.94
Jordan,475,16,,1.42,715,63.36
Jordan,489,15,,1.33,730,64.69
Jordan,503,23,,2.04,753,66.73
Jordan,517,17,,1.51,770,68.24
Jordan,531,12,,1.06,782,69.3
Jordan,545,11,,0.97,793,70.27
Jordan,559,8,,0.71,801,70.98
Jordan,573,9,,0.8,810,71.78
Jordan,587,13,,1.15,823,72.93
Jordan,601,39,Delta,3.46,862,76.39
Jordan,615,76,Delta,6.73,938,83.12
Jordan,629,43,Delta,3.81,981,86.93
Jordan,643,64,Delta,5.67,1045,92.6
Jordan,657,50,Delta,4.43,1095,97.03
Jordan,671,55,Delta,4.87,1150,101.9
Jordan,685,22,,1.95,1172,103.85
Jordan,699,55,Delta,4.87,1227,108.72
Jordan,713,23,,2.04,1250,110.76
Jordan,727,40,Omicron (BA.1),3.54,1290,114.3
Jordan,741,10,,0.89,1300,115.19
Jordan,755,6,,0.53,1306,115.72
Jordan,769,4,,0.35,1310,116.07
Jordan,797,22,,1.95,1332,118.02
Jordan,811,4,,0.35,1336,118.37
Jordan,839,8,,0.71,1344,119.08
Jordan,853,29,,2.57,1373,121.65
Jordan,867,2,,0.18,1375,121.83
Jordan,881,1,,0.09,1376,121.92
Jordan,895,3,,0.27,1379,122.19
Jordan,923,9,,0.8,1388,122.99
Jordan,951,2,,0.18,1390,123.17
Jordan,979,2,,0.18,1392,123.35
Jordan,993,5,,0.44,1397,123.79
Jordan,1007,3,,0.27,1400,124.06
Jordan,1021,5,,0.44,1405,124.5
Jordan,1035,5,,0.44,1410,124.94
Jordan,1063,5,,0.44,1415,125.38
Jordan,1091,4,,0.35,1419,125.73
Jordan,1119,7,,0.62,1426,126.35
Jordan,1147,1,,0.09,1427,126.44
Jordan,1161,4,,0.35,1431,126.79
Jordan,1175,1,,0.09,1432,126.88
Jordan,1231,1,,0.09,1433,126.97
Jordan,1273,2,,0.18,1435,127.15
Jordan,1287,1,,0.09,1436,127.24
Jordan,1315,4,,0.35,1440,127.59
Jordan,1329,6,,0.53,1446,128.12
Jordan,1343,3,,0.27,1449,128.39
Jordan,1441,1,,0.09,1450,128.48
Kazakhstan,111,2,,0.1,2,0.1
Kazakhstan,125,1,,0.05,3,0.15
Kazakhstan,153,2,,0.1,5,0.25
Kazakhstan,167,13,,0.67,18,0.92
Kazakhstan,209,1,,0.05,19,0.97
Kazakhstan,307,9,,0.46,28,1.43
Kazakhstan,321,2,,0.1,30,1.53
Kazakhstan,335,10,,0.52,40,2.05
Kazakhstan,349,8,,0.41,48,2.46
Kazakhstan,363,7,,0.36,55,2.82
Kazakhstan,377,1,,0.05,56,2.87
Kazakhstan,391,3,,0.15,59,3.02
Kazakhstan,405,3,,0.15,62,3.17
Kazakhstan,419,25,,1.29,87,4.46
Kazakhstan,433,23,,1.19,110,5.65
Kazakhstan,447,75,Alpha,3.87,185,9.52
Kazakhstan,461,38,Alpha,1.96,223,11.48
Kazakhstan,475,13,,0.67,236,12.15
Kazakhstan,573,24,,1.24,260,13.39
Kazakhstan,587,91,Delta,4.69,351,18.08
Kazakhstan,601,106,Delta,5.46,457,23.54
Kazakhstan,615,79,Delta,4.07,536,27.61
Kazakhstan,629,4,,0.21,540,27.82
Kazakhstan,643,7,,0.36,547,28.18
Kazakhstan,657,2,,0.1,549,28.28
Kazakhstan,671,142,Delta,7.32,691,35.6
Kazakhstan,713,50,Delta,2.58,741,38.18
Kazakhstan,727,316,Omicron (BA.1),16.29,1057,54.47
Kazakhstan,741,202,Omicron (BA.1),10.41,1259,64.88
Kazakhstan,755,149,Omicron (BA.1),7.68,1408,72.56
Kazakhstan,769,32,Omicron (BA.1),1.65,1440,74.21
Kazakhstan,783,25,,1.29,1465,75.5
Kazakhstan,797,5,,0.26,1470,75.76
Kazakhstan,811,50,Omicron (BA.1),2.58,1520,78.34
Kazakhstan,825,27,,1.39,1547,79.73
Kazakhstan,839,26,,1.34,1573,81.07
Kazakhstan,867,6,,0.31,1579,81.38
Kazakhstan,881,8,,0.41,1587,81.79
Kazakhstan,895,74,Omicron (BA.5),3.81,1661,85.6
Kazakhstan,909,93,Omicron (BA.5),4.79,1754,90.39
Kazakhstan,923,265,Omicron (BA.5),13.66,2019,104.05
Kazakhstan,937,119,Omicron (BA.5),6.13,2138,110.18
Kazakhstan,951,270,Omicron (BA.5),13.92,2408,124.1
Kazakhstan,965,18,,0.93,2426,125.03
Kazakhstan,979,5,,0.26,2431,125.29
Kazakhstan,993,79,Omicron (BA.5),4.07,2510,129.36
Kazakhstan,1007,89,Omicron (BA.5),4.59,2599,133.95
Kazakhstan,1035,10,,0.52,2609,134.47
Kazakhstan,1049,77,Omicron (BA.5),3.97,2686,138.44
Kazakhstan,1063,17,,0.88,2703,139.32
Kazakhstan,1077,102,Omicron (BA.5),5.26,2805,144.58
Kazakhstan,1091,3,,0.15,2808,144.73
Kazakhstan,1119,1,,0.05,2809,144.78
Kazakhstan,1147,93,Omicron (XBB.1.9),4.79,2902,149.57
Kazakhstan,1161,57,Omicron (XBB.1.5),2.94,2959,152.51
Kazakhstan,1329,12,,0.62,2971,153.13
Kazakhstan,1343,31,Omicron (XBB.1.9),1.6,3002,154.73
Kenya,111,57,Others,1.06,57,1.06
Kenya,125,74,Others,1.37,131,2.43
Kenya,139,33,Others,0.61,164,3.04
Kenya,153,49,Others,0.91,213,3.95
Kenya,167,87,Others,1.61,300,5.56
Kenya,181,81,Others,1.5,381,7.06
Kenya,195,48,Others,0.89,429,7.95
Kenya,209,67,Others,1.24,496,9.19
Kenya,223,39,Others,0.72,535,9.91
Kenya,237,42,Others,0.78,577,10.69
Kenya,251,28,,0.52,605,11.21
Kenya,265,64,Others,1.18,669,12.39
Kenya,279,205,Others,3.79,874,16.18
Kenya,293,367,Others,6.79,1241,22.97
Kenya,307,260,Others,4.81,1501,27.78
Kenya,321,149,Others,2.76,1650,30.54
Kenya,335,61,Others,1.13,1711,31.67
Kenya,349,29,,0.54,1740,32.21
Kenya,363,43,Others,0.8,1783,33.01
Kenya,377,42,Others,0.78,1825,33.79
Kenya,391,57,Alpha,1.06,1882,34.85
Kenya,405,136,Alpha,2.52,2018,37.37
Kenya,419,213,Alpha,3.94,2231,41.31
Kenya,433,230,Alpha,4.26,2461,45.57
Kenya,447,174,Alpha,3.22,2635,48.79
Kenya,461,158,Alpha,2.92,2793,51.71
Kenya,475,165,Alpha,3.05,2958,54.76
Kenya,489,141,Alpha,2.61,3099,57.37
Kenya,503,175,Delta,3.24,3274,60.61
Kenya,517,172,Delta,3.18,3446,63.79
Kenya,531,249,Delta,4.61,3695,68.4
Kenya,545,240,Delta,4.44,3935,72.84
Kenya,559,320,Delta,5.92,4255,78.76
Kenya,573,340,Delta,6.29,4595,85.05
Kenya,587,359,Delta,6.64,4954,91.69
Kenya,601,223,Delta,4.13,5177,95.82
Kenya,615,169,Delta,3.13,5346,98.95
Kenya,629,82,Delta,1.52,5428,100.47
Kenya,643,22,,0.41,5450,100.88
Kenya,657,43,Delta,0.8,5493,101.68
Kenya,671,53,Delta,0.98,5546,102.66
Kenya,685,71,Omicron (BA.1),1.31,5617,103.97
Kenya,699,995,Omicron (BA.1),18.42,6612,122.39
Kenya,713,1090,Omicron (BA.1),20.17,7702,142.56
Kenya,727,553,Omicron (BA.1),10.24,8255,152.8
Kenya,741,96,Omicron (BA.1),1.78,8351,154.58
Kenya,755,18,,0.33,8369,154.91
Kenya,769,8,,0.15,8377,155.06
Kenya,783,3,,0.06,8380,155.12
Kenya,797,4,,0.07,8384,155.19
Kenya,811,13,,0.24,8397,155.43
Kenya,825,7,,0.13,8404,155.56
Kenya,839,9,,0.17,8413,155.73
Kenya,853,47,Omicron (BA.2),0.87,8460,156.6
Kenya,867,82,Omicron (BA.5),1.52,8542,158.12
Kenya,881,321,Omicron (BA.5),5.94,8863,164.06
Kenya,895,268,Omicron (BA.5),4.96,9131,169.02
Kenya,909,109,Omicron (BA.5),2.02,9240,171.04
Kenya,923,62,Omicron (BA.5),1.15,9302,172.19
Kenya,937,9,,0.17,9311,172.36
Kenya,951,11,,0.2,9322,172.56
Kenya,965,26,,0.48,9348,173.04
Kenya,979,6,,0.11,9354,173.15
Kenya,993,10,,0.19,9364,173.34
Kenya,1007,25,,0.46,9389,173.8
Kenya,1021,82,Omicron (BQ.1),1.52,9471,175.32
Kenya,1035,128,Omicron (BQ.1),2.37,9599,177.69
Kenya,1049,131,Omicron (BQ.1),2.42,9730,180.11
Kenya,1063,30,Omicron (BQ.1),0.56,9760,180.67
Kenya,1077,13,,0.24,9773,180.91
Kenya,1091,12,,0.22,9785,181.13
Kenya,1105,10,,0.19,9795,181.32
Kenya,1119,1,,0.02,9796,181.34
Kenya,1133,6,,0.11,9802,181.45
Kenya,1147,3,,0.06,9805,181.51
Kenya,1161,1,,0.02,9806,181.53
Kenya,1175,5,,0.09,9811,181.62
Kenya,1189,33,Omicron (XBB.1.5),0.61,9844,182.23
Kenya,1203,48,Omicron (XBB.1.5),0.89,9892,183.12
Kenya,1217,63,Omicron (XBB),1.17,9955,184.29
Kenya,1231,57,Omicron (XBB),1.06,10012,185.35
Kenya,1245,28,,0.52,10040,185.87
Kenya,1259,18,,0.33,10058,186.2
Kenya,1273,3,,0.06,10061,186.26
Kenya,1287,3,,0.06,10064,186.32
Kenya,1301,1,,0.02,10065,186.34
Kenya,1315,2,,0.04,10067,186.38
Kenya,1329,2,,0.04,10069,186.42
Kenya,1343,3,,0.06,10072,186.48
Kenya,1357,4,,0.07,10076,186.55
Kenya,1371,8,,0.15,10084,186.7
Kenya,1385,7,,0.13,10091,186.83
Kenya,1399,12,,0.22,10103,187.05
Kenya,1413,35,Omicron (XBB.2.3),0.65,10138,187.7
Kenya,1427,38,Omicron (XBB.2.3),0.7,10176,188.4
Kenya,1441,42,Omicron (BA.2.86),0.78,10218,189.18
Kenya,1455,45,Omicron (BA.2.86),0.83,10263,190.01
Kenya,1469,29,,0.54,10292,190.55
Kenya,1483,5,,0.09,10297,190.64
Kenya,1497,6,,0.11,10303,190.75
Kenya,1511,7,,0.13,10310,190.88
Kenya,1525,5,,0.09,10315,190.97
Kenya,1539,2,,0.04,10317,191.01
Kenya,1553,1,,0.02,10318,191.03
Kosovo,111,1,,0.56,1,0.56
Kosovo,181,4,,2.24,5,2.8
Kosovo,195,4,,2.24,9,5.04
Kosovo,307,1,,0.56,10,5.6
Kosovo,335,4,,2.24,14,7.84
Kosovo,349,7,,3.93,21,11.77
Kosovo,363,14,,7.86,35,19.63
Kosovo,475,13,,7.29,48,26.92
Kosovo,489,1,,0.56,49,27.48
Kosovo,503,7,,3.93,56,31.41
Kosovo,531,1,,0.56,57,31.97
Kosovo,545,13,,7.29,70,39.26
Kosovo,559,131,Delta,73.51,201,112.77
Kosovo,573,102,Delta,57.24,303,170.01
Kosovo,587,128,Delta,71.82,431,241.83
Kosovo,601,164,Delta,92.03,595,333.86
Kosovo,615,197,Delta,110.54,792,444.4
Kosovo,629,56,Delta,31.42,848,475.82
Kosovo,643,41,Delta,23.01,889,498.83
Kosovo,657,38,Delta,21.32,927,520.15
Kosovo,671,33,Delta,18.52,960,538.67
Kosovo,685,16,,8.98,976,547.65
Kosovo,699,23,,12.91,999,560.56
Kosovo,713,20,,11.22,1019,571.78
Kosovo,727,11,,6.17,1030,577.95
Kosovo,741,77,Omicron (BA.1),43.21,1107,621.16
Kosovo,755,43,Omicron (BA.1),24.13,1150,645.29
Kosovo,769,125,Omicron (BA.1),70.14,1275,715.43
Kosovo,783,4,,2.24,1279,717.67
Kosovo,797,5,,2.81,1284,720.48
Kosovo,811,6,,3.37,1290,723.85
Kosovo,825,29,,16.27,1319,740.12
Kosovo,839,22,,12.34,1341,752.46
Kosovo,853,22,,12.34,1363,764.8
Kosovo,895,50,Omicron (BA.5),28.06,1413,792.86
Kosovo,909,59,Omicron (BA.5),33.11,1472,825.97
Kosovo,923,17,,9.54,1489,835.51
Kosovo,937,17,,9.54,1506,845.05
Kosovo,951,91,Omicron (BA.5),51.06,1597,896.11
Kosovo,965,24,,13.47,1621,909.58
Kosovo,1091,15,,8.42,1636,918.0
Kosovo,1105,5,,2.81,1641,920.81
Kosovo,1119,27,,15.15,1668,935.96
Kosovo,1133,57,Omicron (XBB.1.5),31.98,1725,967.94
Kosovo,1147,13,,7.29,1738,975.23
Kosovo,1161,6,,3.37,1744,978.6
Kosovo,1175,2,,1.12,1746,979.72
Kosovo,1371,4,,2.24,1750,981.96
Kosovo,1385,5,,2.81,1755,984.77
Kosovo,1399,4,,2.24,1759,987.01
Kosovo,1413,1,,0.56,1760,987.57
Kosovo,1427,5,,2.81,1765,990.38
Kosovo,1441,2,,1.12,1767,991.5
Kosovo,1455,3,,1.68,1770,993.18
Kuwait,349,12,,2.81,12,2.81
Kuwait,377,6,,1.41,18,4.22
Kuwait,391,4,,0.94,22,5.16
Kuwait,503,24,,5.62,46,10.78
Kuwait,517,18,,4.22,64,15.0
Kuwait,531,50,Delta,11.71,114,26.71
Kuwait,545,26,,6.09,140,32.8
Kuwait,559,7,,1.64,147,34.44
Kuwait,573,6,,1.41,153,35.85
Kuwait,587,21,,4.92,174,40.77
Kuwait,643,1,,0.23,175,41.0
Kuwait,727,1,,0.23,176,41.23
Kuwait,741,27,,6.32,203,47.55
Kuwait,755,23,,5.39,226,52.94
Kuwait,769,1,,0.23,227,53.17
Kuwait,783,10,,2.34,237,55.51
Kuwait,797,4,,0.94,241,56.45
Kuwait,811,8,,1.87,249,58.32
Kuwait,853,27,,6.32,276,64.64
Kuwait,867,31,Omicron (BA.2),7.26,307,71.9
Kuwait,881,58,Omicron (BA.5),13.59,365,85.49
Kuwait,895,67,Omicron (BA.5),15.69,432,101.18
Kuwait,909,1,,0.23,433,101.41
Kuwait,923,25,,5.86,458,107.27
Kuwait,937,11,,2.58,469,109.85
Kuwait,965,14,,3.28,483,113.13
Kuwait,979,22,,5.15,505,118.28
Kuwait,993,29,,6.79,534,125.07
Kuwait,1007,57,Others,13.35,591,138.42
Kuwait,1021,28,,6.56,619,144.98
Kuwait,1049,27,,6.32,646,151.3
Kuwait,1063,6,,1.41,652,152.71
Kuwait,1077,2,,0.47,654,153.18
Kuwait,1091,20,,4.69,674,157.87
Kuwait,1105,19,,4.45,693,162.32
Kuwait,1119,1,,0.23,694,162.55
Kuwait,1133,4,,0.94,698,163.49
Kuwait,1147,37,Omicron (XBB.1.9),8.67,735,172.16
Kuwait,1161,23,,5.39,758,177.55
Kuwait,1175,29,,6.79,787,184.34
Kuwait,1189,27,,6.32,814,190.66
Kuwait,1217,4,,0.94,818,191.6
Kuwait,1231,16,,3.75,834,195.35
Kuwait,1301,17,,3.98,851,199.33
Kuwait,1343,17,,3.98,868,203.31
Kuwait,1357,14,,3.28,882,206.59
Kuwait,1371,20,,4.69,902,211.28
Kuwait,1399,8,,1.87,910,213.15
Kuwait,1483,14,,3.28,924,216.43
Kuwait,1511,3,,0.7,927,217.13
Kuwait,1567,15,,3.51,942,220.64
Kuwait,1595,5,,1.17,947,221.81
Kyrgyzstan,111,2,,0.3,2,0.3
Kyrgyzstan,153,11,,1.66,13,1.96
Kyrgyzstan,167,1,,0.15,14,2.11
Kyrgyzstan,181,10,,1.51,24,3.62
Kyrgyzstan,279,1,,0.15,25,3.77
Kyrgyzstan,293,2,,0.3,27,4.07
Kyrgyzstan,307,2,,0.3,29,4.37
Kyrgyzstan,405,1,,0.15,30,4.52
Kyrgyzstan,433,1,,0.15,31,4.67
Kyrgyzstan,447,5,,0.75,36,5.42
Kyrgyzstan,461,1,,0.15,37,5.57
Kyrgyzstan,475,16,,2.41,53,7.98
Kyrgyzstan,489,22,,3.32,75,11.3
Kyrgyzstan,517,15,,2.26,90,13.56
Kyrgyzstan,545,57,Delta,8.6,147,22.16
Kyrgyzstan,559,1,,0.15,148,22.31
Kyrgyzstan,573,18,,2.71,166,25.02
Kyrgyzstan,671,1,,0.15,167,25.17
Kyrgyzstan,685,6,,0.9,173,26.07
Kyrgyzstan,699,3,,0.45,176,26.52
Kyrgyzstan,713,1,,0.15,177,26.67
Kyrgyzstan,727,23,,3.47,200,30.14
Laos,559,10,,1.33,10,1.33
Laos,573,94,Delta,12.48,104,13.81
Laos,587,191,Delta,25.37,295,39.18
Laos,601,33,Delta,4.38,328,43.56
Laos,615,156,Delta,20.72,484,64.28
Laos,629,124,Delta,16.47,608,80.75
Laos,643,66,Delta,8.77,674,89.52
Laos,657,216,Delta,28.69,890,118.21
Laos,671,178,Delta,23.64,1068,141.85
Laos,685,3,,0.4,1071,142.25
Laos,699,13,,1.73,1084,143.98
Laos,713,13,,1.73,1097,145.71
Laos,727,5,,0.66,1102,146.37
Laos,741,8,,1.06,1110,147.43
Laos,755,30,Delta,3.98,1140,151.41
Laos,769,28,,3.72,1168,155.13
Laos,783,41,Delta,5.45,1209,160.58
Laos,797,152,Omicron (BA.2),20.19,1361,180.77
Laos,811,143,Omicron (BA.2),18.99,1504,199.76
Laos,825,90,Omicron (BA.2),11.95,1594,211.71
Laos,839,37,Omicron (BA.2),4.91,1631,216.62
Laos,853,5,,0.66,1636,217.28
Laos,867,4,,0.53,1640,217.81
Laos,881,1,,0.13,1641,217.94
Laos,895,1,,0.13,1642,218.07
Laos,909,1,,0.13,1643,218.2
Laos,923,8,,1.06,1651,219.26
Laos,937,11,,1.46,1662,220.72
Laos,951,21,,2.79,1683,223.51
Laos,965,14,,1.86,1697,225.37
Laos,979,21,,2.79,1718,228.16
Laos,993,8,,1.06,1726,229.22
Laos,1007,5,,0.66,1731,229.88
Laos,1021,8,,1.06,1739,230.94
Laos,1035,21,,2.79,1760,233.73
Laos,1049,25,,3.32,1785,237.05
Laos,1063,34,Others,4.52,1819,241.57
Laos,1077,35,Others,4.65,1854,246.22
Laos,1091,4,,0.53,1858,246.75
Laos,1105,2,,0.27,1860,247.02
Laos,1119,3,,0.4,1863,247.42
Laos,1189,1,,0.13,1864,247.55
Laos,1203,6,,0.8,1870,248.35
Laos,1217,21,,2.79,1891,251.14
Laos,1231,15,,1.99,1906,253.13
Laos,1245,38,Omicron (XBB.1.16),5.05,1944,258.18
Laos,1259,50,Omicron (XBB.1.16),6.64,1994,264.82
Laos,1273,45,Omicron (XBB.1.16),5.98,2039,270.8
Laos,1287,33,Omicron (XBB.1.16),4.38,2072,275.18
Laos,1301,24,,3.19,2096,278.37
Laos,1315,20,,2.66,2116,281.03
Laos,1329,26,,3.45,2142,284.48
Laos,1343,19,,2.52,2161,287.0
Laos,1357,6,,0.8,2167,287.8
Laos,1371,2,,0.27,2169,288.07
Laos,1385,2,,0.27,2171,288.34
Laos,1399,3,,0.4,2174,288.74
Laos,1413,1,,0.13,2175,288.87
Laos,1427,3,,0.4,2178,289.27
Laos,1441,2,,0.27,2180,289.54
Laos,1455,3,,0.4,2183,289.94
Laos,1469,8,,1.06,2191,291.0
Laos,1483,14,,1.86,2205,292.86
Laos,1497,10,,1.33,2215,294.19
Laos,1511,12,,1.59,2227,295.78
Laos,1525,6,,0.8,2233,296.58
Laos,1539,4,,0.53,2237,297.11
Laos,1567,3,,0.4,2240,297.51
Laos,1595,2,,0.27,2242,297.78
Laos,1609,6,,0.8,2248,298.58
Laos,1623,2,,0.27,2250,298.85
Latvia,111,19,,10.27,19,10.27
Latvia,139,3,,1.62,22,11.89
Latvia,153,5,,2.7,27,14.59
Latvia,167,3,,1.62,30,16.21
Latvia,181,29,,15.67,59,31.88
Latvia,195,11,,5.94,70,37.82
Latvia,209,18,,9.73,88,47.55
Latvia,223,21,,11.35,109,58.9
Latvia,237,23,,12.43,132,71.33
Latvia,251,46,Others,24.86,178,96.19
Latvia,265,296,Others,159.94,474,256.13
Latvia,279,12,,6.48,486,262.61
