date,indicator,value,entity
2021-10-19,Daily hospital occupancy,2423,Canada
2021-10-20,Daily hospital occupancy,2387,Canada
2021-10-21,Daily hospital occupancy,2341,Canada
2021-10-22,Daily hospital occupancy,2315,Canada
2021-10-23,Daily hospital occupancy,2250,Canada
2021-10-24,Daily hospital occupancy,2237,Canada
2021-10-25,Daily hospital occupancy,2195,Canada
2021-10-26,Daily hospital occupancy,2166,Canada
2021-10-27,Daily hospital occupancy,2133,Canada
2021-10-28,Daily hospital occupancy,2122,Canada
2021-10-29,Daily hospital occupancy,2100,Canada
2021-10-30,Daily hospital occupancy,2049,Canada
2021-10-31,Daily hospital occupancy,2033,Canada
2021-11-01,Daily hospital occupancy,2031,Canada
2021-11-02,Daily hospital occupancy,2076,Canada
2021-11-03,Daily hospital occupancy,2003,Canada
2021-11-04,Daily hospital occupancy,1991,Canada
2021-11-05,Daily hospital occupancy,1961,Canada
2021-11-06,Daily hospital occupancy,1918,Canada
2021-11-07,Daily hospital occupancy,1936,Canada
2021-11-08,Daily hospital occupancy,1918,Canada
2021-11-09,Daily hospital occupancy,1910,Canada
2021-11-10,Daily hospital occupancy,1860,Canada
2021-11-11,Daily hospital occupancy,1836,Canada
2021-11-12,Daily hospital occupancy,1828,Canada
2021-11-13,Daily hospital occupancy,1818,Canada
2021-11-14,Daily hospital occupancy,1836,Canada
2021-11-15,Daily hospital occupancy,1836,Canada
2021-11-16,Daily hospital occupancy,1817,Canada
2021-11-17,Daily hospital occupancy,1799,Canada
2021-11-18,Daily hospital occupancy,1767,Canada
2021-11-19,Daily hospital occupancy,1777,Canada
2021-11-20,Daily hospital occupancy,1729,Canada
2021-11-21,Daily hospital occupancy,1744,Canada
2021-11-22,Daily hospital occupancy,1750,Canada
2021-11-23,Daily hospital occupancy,1773,Canada
2021-11-24,Daily hospital occupancy,1704,Canada
2021-11-25,Daily hospital occupancy,1649,Canada
2021-11-26,Daily hospital occupancy,1645,Canada
2021-11-27,Daily hospital occupancy,1627,Canada
2021-11-28,Daily hospital occupancy,1669,Canada
2021-11-29,Daily hospital occupancy,1697,Canada
2021-11-30,Daily hospital occupancy,1700,Canada
2021-12-01,Daily hospital occupancy,1702,Canada
2021-12-02,Daily hospital occupancy,1636,Canada
2021-12-03,Daily hospital occupancy,1601,Canada
2021-12-04,Daily hospital occupancy,1581,Canada
2021-12-05,Daily hospital occupancy,1619,Canada
2021-12-06,Daily hospital occupancy,1634,Canada
2021-12-07,Daily hospital occupancy,1631,Canada
2021-12-08,Daily hospital occupancy,1575,Canada
2021-12-09,Daily hospital occupancy,1563,Canada
2021-12-10,Daily hospital occupancy,1586,Canada
2021-12-11,Daily hospital occupancy,1559,Canada
2021-12-12,Daily hospital occupancy,1611,Canada
2021-12-13,Daily hospital occupancy,1629,Canada
2021-12-14,Daily hospital occupancy,1610,Canada
2021-12-15,Daily hospital occupancy,1602,Canada
2021-12-16,Daily hospital occupancy,1622,Canada
2021-12-17,Daily hospital occupancy,1695,Canada
2021-12-18,Daily hospital occupancy,1670,Canada
2021-12-19,Daily hospital occupancy,1728,Canada
2021-12-20,Daily hospital occupancy,1770,Canada
2021-12-21,Daily hospital occupancy,1813,Canada
2021-12-22,Daily hospital occupancy,1859,Canada
2021-12-23,Daily hospital occupancy,1925,Canada
2021-12-24,Daily hospital occupancy,2018,Canada
2021-12-25,Daily hospital occupancy,2112,Canada
2021-12-26,Daily hospital occupancy,2270,Canada
2021-12-27,Daily hospital occupancy,2502,Canada
2021-12-28,Daily hospital occupancy,2769,Canada
2021-12-29,Daily hospital occupancy,3094,Canada
2021-12-30,Daily hospital occupancy,3542,Canada
2021-12-31,Daily hospital occupancy,3834,Canada
2022-01-01,Daily hospital occupancy,4061,Canada
2022-01-02,Daily hospital occupancy,4531,Canada
2022-01-03,Daily hospital occupancy,4982,Canada
2022-01-04,Daily hospital occupancy,5624,Canada
2022-01-05,Daily hospital occupancy,6036,Canada
2022-01-06,Daily hospital occupancy,6520,Canada
2022-01-07,Daily hospital occupancy,6999,Canada
2022-01-08,Daily hospital occupancy,7397,Canada
2022-01-09,Daily hospital occupancy,7898,Canada
2022-01-10,Daily hospital occupancy,8450,Canada
2022-01-11,Daily hospital occupancy,8973,Canada
2022-01-12,Daily hospital occupancy,9411,Canada
2022-01-13,Daily hospital occupancy,9812,Canada
2022-01-14,Daily hospital occupancy,10320,Canada
2022-01-15,Daily hospital occupancy,10238,Canada
2022-01-16,Daily hospital occupancy,10489,Canada
2022-01-17,Daily hospital occupancy,11099,Canada
2022-01-18,Daily hospital occupancy,11144,Canada
2022-01-19,Daily hospital occupancy,11182,Canada
2022-01-20,Daily hospital occupancy,11301,Canada
2022-01-21,Daily hospital occupancy,11291,Canada
2022-01-22,Daily hospital occupancy,11031,Canada
2022-01-23,Daily hospital occupancy,11078,Canada
2022-01-24,Daily hospital occupancy,11489,Canada
2022-01-25,Daily hospital occupancy,11315,Canada
2022-01-26,Daily hospital occupancy,11169,Canada
2022-01-27,Daily hospital occupancy,11014,Canada
2022-01-28,Daily hospital occupancy,10928,Canada
2022-01-29,Daily hospital occupancy,10466,Canada
2022-01-30,Daily hospital occupancy,10488,Canada
2022-01-31,Daily hospital occupancy,10757,Canada
2022-02-01,Daily hospital occupancy,10397,Canada
2022-02-02,Daily hospital occupancy,10090,Canada
2022-02-03,Daily hospital occupancy,9802,Canada
2022-02-04,Daily hospital occupancy,9556,Canada
2022-02-05,Daily hospital occupancy,9052,Canada
2022-02-06,Daily hospital occupancy,9010,Canada
2022-02-07,Daily hospital occupancy,9220,Canada
2022-02-08,Daily hospital occupancy,8991,Canada
2022-02-09,Daily hospital occupancy,8707,Canada
2022-02-10,Daily hospital occupancy,8486,Canada
2022-02-11,Daily hospital occupancy,8263,Canada
2022-02-12,Daily hospital occupancy,7781,Canada
2022-02-13,Daily hospital occupancy,7746,Canada
2022-02-14,Daily hospital occupancy,7834,Canada
2022-02-15,Daily hospital occupancy,7571,Canada
2022-02-16,Daily hospital occupancy,7387,Canada
2022-02-17,Daily hospital occupancy,7213,Canada
2022-02-18,Daily hospital occupancy,7011,Canada
2022-02-19,Daily hospital occupancy,6710,Canada
2022-02-20,Daily hospital occupancy,6694,Canada
2022-02-21,Daily hospital occupancy,6750,Canada
2022-02-22,Daily hospital occupancy,6630,Canada
2022-02-23,Daily hospital occupancy,6405,Canada
2022-02-24,Daily hospital occupancy,6139,Canada
2022-02-25,Daily hospital occupancy,6079,Canada
2022-02-26,Daily hospital occupancy,5739,Canada
2022-02-27,Daily hospital occupancy,5685,Canada
2022-02-28,Daily hospital occupancy,5696,Canada
2022-03-01,Daily hospital occupancy,5535,Canada
2022-03-02,Daily hospital occupancy,5464,Canada
2022-03-03,Daily hospital occupancy,5406,Canada
2022-03-04,Daily hospital occupancy,5269,Canada
2022-03-05,Daily hospital occupancy,5086,Canada
2022-03-06,Daily hospital occupancy,5101,Canada
2022-03-07,Daily hospital occupancy,5167,Canada
2022-03-08,Daily hospital occupancy,5022,Canada
2022-03-09,Daily hospital occupancy,4987,Canada
2022-03-10,Daily hospital occupancy,4845,Canada
2022-03-11,Daily hospital occupancy,4783,Canada
2022-03-12,Daily hospital occupancy,4588,Canada
2022-03-13,Daily hospital occupancy,4586,Canada
2022-03-14,Daily hospital occupancy,4666,Canada
2022-03-15,Daily hospital occupancy,4575,Canada
2022-03-16,Daily hospital occupancy,4474,Canada
2022-03-17,Daily hospital occupancy,4412,Canada
2022-03-18,Daily hospital occupancy,4388,Canada
2022-03-19,Daily hospital occupancy,4269,Canada
2022-03-20,Daily hospital occupancy,4347,Canada
2022-03-21,Daily hospital occupancy,4469,Canada
2022-03-22,Daily hospital occupancy,4432,Canada
2022-03-23,Daily hospital occupancy,4438,Canada
2022-03-24,Daily hospital occupancy,4484,Canada
2022-03-25,Daily hospital occupancy,4531,Canada
2022-03-26,Daily hospital occupancy,4418,Canada
2022-03-27,Daily hospital occupancy,4632,Canada
2022-03-28,Daily hospital occupancy,4719,Canada
2022-03-29,Daily hospital occupancy,4781,Canada
2022-03-30,Daily hospital occupancy,4869,Canada
2022-03-31,Daily hospital occupancy,4981,Canada
2022-04-01,Daily hospital occupancy,5078,Canada
2022-04-02,Daily hospital occupancy,5120,Canada
2022-04-03,Daily hospital occupancy,5325,Canada
2022-04-04,Daily hospital occupancy,5712,Canada
2022-04-05,Daily hospital occupancy,5759,Canada
2022-04-06,Daily hospital occupancy,5866,Canada
2022-04-07,Daily hospital occupancy,6069,Canada
2022-04-08,Daily hospital occupancy,6195,Canada
2022-04-09,Daily hospital occupancy,6118,Canada
2022-04-10,Daily hospital occupancy,6424,Canada
2022-04-11,Daily hospital occupancy,6696,Canada
2022-04-12,Daily hospital occupancy,6825,Canada
2022-04-13,Daily hospital occupancy,6947,Canada
2022-04-14,Daily hospital occupancy,7122,Canada
2022-04-15,Daily hospital occupancy,7104,Canada
2022-04-16,Daily hospital occupancy,7186,Canada
2022-04-17,Daily hospital occupancy,7310,Canada
2022-04-18,Daily hospital occupancy,7514,Canada
2022-04-19,Daily hospital occupancy,7684,Canada
2022-04-20,Daily hospital occupancy,7706,Canada
2022-04-21,Daily hospital occupancy,7686,Canada
2022-04-22,Daily hospital occupancy,7754,Canada
2022-04-23,Daily hospital occupancy,7597,Canada
2022-04-24,Daily hospital occupancy,7682,Canada
2022-04-25,Daily hospital occupancy,7859,Canada
2022-04-26,Daily hospital occupancy,7877,Canada
2022-04-27,Daily hospital occupancy,7811,Canada
2022-04-28,Daily hospital occupancy,7799,Canada
2022-04-29,Daily hospital occupancy,7716,Canada
2022-04-30,Daily hospital occupancy,7493,Canada
2022-05-01,Daily hospital occupancy,7646,Canada
2022-05-02,Daily hospital occupancy,7818,Canada
2022-05-03,Daily hospital occupancy,7723,Canada
2022-05-04,Daily hospital occupancy,7703,Canada
2022-05-05,Daily hospital occupancy,7572,Canada
2022-05-06,Daily hospital occupancy,7455,Canada
2022-05-07,Daily hospital occupancy,7150,Canada
2022-05-08,Daily hospital occupancy,7154,Canada
2022-05-09,Daily hospital occupancy,7225,Canada
2022-05-10,Daily hospital occupancy,7119,Canada
2022-05-11,Daily hospital occupancy,7014,Canada
2022-05-12,Daily hospital occupancy,6829,Canada
2022-05-13,Daily hospital occupancy,6660,Canada
2022-05-14,Daily hospital occupancy,6379,Canada
2022-05-15,Daily hospital occupancy,6401,Canada
2022-05-16,Daily hospital occupancy,6548,Canada
2022-05-17,Daily hospital occupancy,6423,Canada
2022-05-18,Daily hospital occupancy,6266,Canada
2022-05-19,Daily hospital occupancy,6075,Canada
2022-05-20,Daily hospital occupancy,5826,Canada
2022-05-21,Daily hospital occupancy,5552,Canada
2022-05-22,Daily hospital occupancy,5593,Canada
2022-05-23,Daily hospital occupancy,5604,Canada
2022-05-24,Daily hospital occupancy,5647,Canada
2022-05-25,Daily hospital occupancy,5536,Canada
2022-05-26,Daily hospital occupancy,5352,Canada
2022-05-27,Daily hospital occupancy,5170,Canada
2022-05-28,Daily hospital occupancy,4915,Canada
2022-05-29,Daily hospital occupancy,4913,Canada
2022-05-30,Daily hospital occupancy,4987,Canada
2022-05-31,Daily hospital occupancy,4747,Canada
2022-06-01,Daily hospital occupancy,4652,Canada
2022-06-02,Daily hospital occupancy,4505,Canada
2022-06-03,Daily hospital occupancy,4425,Canada
2022-06-04,Daily hospital occupancy,4252,Canada
2022-06-05,Daily hospital occupancy,4210,Canada
2022-06-06,Daily hospital occupancy,4288,Canada
2022-06-07,Daily hospital occupancy,4155,Canada
2022-06-08,Daily hospital occupancy,4118,Canada
2022-06-09,Daily hospital occupancy,4028,Canada
2022-06-10,Daily hospital occupancy,3962,Canada
2022-06-11,Daily hospital occupancy,3857,Canada
2022-06-12,Daily hospital occupancy,3882,Canada
2022-06-13,Daily hospital occupancy,3967,Canada
2022-06-14,Daily hospital occupancy,3825,Canada
2022-06-15,Daily hospital occupancy,3799,Canada
2022-06-16,Daily hospital occupancy,3763,Canada
2022-06-17,Daily hospital occupancy,3751,Canada
2022-06-18,Daily hospital occupancy,3616,Canada
2022-06-19,Daily hospital occupancy,3631,Canada
2022-06-20,Daily hospital occupancy,3784,Canada
2022-06-21,Daily hospital occupancy,3758,Canada
2022-06-22,Daily hospital occupancy,3777,Canada
2022-06-23,Daily hospital occupancy,3711,Canada
2022-06-24,Daily hospital occupancy,3698,Canada
2022-06-25,Daily hospital occupancy,3678,Canada
2022-06-26,Daily hospital occupancy,3736,Canada
2022-06-27,Daily hospital occupancy,3864,Canada
2022-06-28,Daily hospital occupancy,3897,Canada
2022-06-29,Daily hospital occupancy,3962,Canada
2022-06-30,Daily hospital occupancy,3842,Canada
2022-07-01,Daily hospital occupancy,3839,Canada
2022-07-02,Daily hospital occupancy,3866,Canada
2022-07-03,Daily hospital occupancy,3988,Canada
2022-07-04,Daily hospital occupancy,4184,Canada
2022-07-05,Daily hospital occupancy,4225,Canada
2022-07-06,Daily hospital occupancy,4356,Canada
2022-07-07,Daily hospital occupancy,4423,Canada
2022-07-08,Daily hospital occupancy,4445,Canada
2022-07-09,Daily hospital occupancy,4383,Canada
2022-07-10,Daily hospital occupancy,4505,Canada
2022-07-11,Daily hospital occupancy,4821,Canada
2022-07-12,Daily hospital occupancy,4992,Canada
2022-07-13,Daily hospital occupancy,5063,Canada
2022-07-14,Daily hospital occupancy,5180,Canada
2022-07-15,Daily hospital occupancy,5227,Canada
2022-07-16,Daily hospital occupancy,5115,Canada
2022-07-17,Daily hospital occupancy,5239,Canada
2022-07-18,Daily hospital occupancy,5633,Canada
2022-07-19,Daily hospital occupancy,5786,Canada
2022-07-20,Daily hospital occupancy,5882,Canada
2022-07-21,Daily hospital occupancy,5922,Canada
2022-07-22,Daily hospital occupancy,5897,Canada
2022-07-23,Daily hospital occupancy,5730,Canada
2022-07-24,Daily hospital occupancy,5863,Canada
2022-07-25,Daily hospital occupancy,6162,Canada
2022-07-26,Daily hospital occupancy,6175,Canada
2022-07-27,Daily hospital occupancy,6215,Canada
2022-07-28,Daily hospital occupancy,6251,Canada
2022-07-29,Daily hospital occupancy,6137,Canada
2022-07-30,Daily hospital occupancy,5952,Canada
2022-07-31,Daily hospital occupancy,5981,Canada
2022-08-01,Daily hospital occupancy,6044,Canada
2022-08-02,Daily hospital occupancy,6169,Canada
2022-08-03,Daily hospital occupancy,6178,Canada
2022-08-04,Daily hospital occupancy,6012,Canada
2022-08-05,Daily hospital occupancy,5943,Canada
2022-08-06,Daily hospital occupancy,5760,Canada
2022-08-07,Daily hospital occupancy,5796,Canada
2022-08-08,Daily hospital occupancy,5971,Canada
2022-08-09,Daily hospital occupancy,5976,Canada
2022-08-10,Daily hospital occupancy,5996,Canada
2022-08-11,Daily hospital occupancy,5976,Canada
2022-08-12,Daily hospital occupancy,5884,Canada
2022-08-13,Daily hospital occupancy,5659,Canada
2022-08-14,Daily hospital occupancy,5744,Canada
2022-08-15,Daily hospital occupancy,5953,Canada
2022-08-16,Daily hospital occupancy,6020,Canada
2022-08-17,Daily hospital occupancy,5998,Canada
2022-08-18,Daily hospital occupancy,6012,Canada
2022-08-19,Daily hospital occupancy,5971,Canada
2022-08-20,Daily hospital occupancy,5779,Canada
2022-08-21,Daily hospital occupancy,5798,Canada
2022-08-22,Daily hospital occupancy,5959,Canada
2022-08-23,Daily hospital occupancy,5998,Canada
2022-08-24,Daily hospital occupancy,6000,Canada
2022-08-25,Daily hospital occupancy,6011,Canada
2022-08-26,Daily hospital occupancy,5881,Canada
2022-08-27,Daily hospital occupancy,5723,Canada
2022-08-28,Daily hospital occupancy,5717,Canada
2022-08-29,Daily hospital occupancy,5853,Canada
2022-08-30,Daily hospital occupancy,5792,Canada
2022-08-31,Daily hospital occupancy,5736,Canada
2022-09-01,Daily hospital occupancy,5628,Canada
2022-09-02,Daily hospital occupancy,5549,Canada
2022-09-03,Daily hospital occupancy,5335,Canada
2022-09-04,Daily hospital occupancy,5348,Canada
2022-09-05,Daily hospital occupancy,5455,Canada
2022-09-06,Daily hospital occupancy,5466,Canada
2022-09-07,Daily hospital occupancy,5513,Canada
2022-09-08,Daily hospital occupancy,5458,Canada
2022-09-09,Daily hospital occupancy,5386,Canada
2022-09-10,Daily hospital occupancy,5234,Canada
2022-09-11,Daily hospital occupancy,5306,Canada
2022-09-12,Daily hospital occupancy,5442,Canada
2022-09-13,Daily hospital occupancy,5365,Canada
2022-09-14,Daily hospital occupancy,5314,Canada
2022-09-15,Daily hospital occupancy,5320,Canada
2022-09-16,Daily hospital occupancy,5242,Canada
2022-09-17,Daily hospital occupancy,5080,Canada
2022-09-18,Daily hospital occupancy,5076,Canada
2022-09-19,Daily hospital occupancy,5229,Canada
2022-09-20,Daily hospital occupancy,5363,Canada
2022-09-21,Daily hospital occupancy,5356,Canada
2022-09-22,Daily hospital occupancy,5381,Canada
2022-09-23,Daily hospital occupancy,5341,Canada
2022-09-24,Daily hospital occupancy,5268,Canada
2022-09-25,Daily hospital occupancy,5264,Canada
2022-09-26,Daily hospital occupancy,5428,Canada
2022-09-27,Daily hospital occupancy,5674,Canada
2022-09-28,Daily hospital occupancy,5707,Canada
2022-09-29,Daily hospital occupancy,5777,Canada
2022-09-30,Daily hospital occupancy,5809,Canada
2022-10-01,Daily hospital occupancy,5731,Canada
2022-10-02,Daily hospital occupancy,5810,Canada
2022-10-03,Daily hospital occupancy,6038,Canada
2022-10-04,Daily hospital occupancy,6110,Canada
2022-10-05,Daily hospital occupancy,6155,Canada
2022-10-06,Daily hospital occupancy,6293,Canada
2022-10-07,Daily hospital occupancy,6286,Canada
2022-10-08,Daily hospital occupancy,6147,Canada
2022-10-09,Daily hospital occupancy,6231,Canada
2022-10-10,Daily hospital occupancy,6401,Canada
2022-10-11,Daily hospital occupancy,6701,Canada
2022-10-12,Daily hospital occupancy,6791,Canada
2022-10-13,Daily hospital occupancy,6799,Canada
2022-10-14,Daily hospital occupancy,6845,Canada
2022-10-15,Daily hospital occupancy,6623,Canada
2022-10-16,Daily hospital occupancy,6718,Canada
2022-10-17,Daily hospital occupancy,7057,Canada
2022-10-18,Daily hospital occupancy,7037,Canada
2022-10-19,Daily hospital occupancy,7034,Canada
2022-10-20,Daily hospital occupancy,7045,Canada
2022-10-21,Daily hospital occupancy,7081,Canada
2022-10-22,Daily hospital occupancy,6888,Canada
2022-10-23,Daily hospital occupancy,6929,Canada
2022-10-24,Daily hospital occupancy,7144,Canada
2022-10-25,Daily hospital occupancy,7138,Canada
2022-10-26,Daily hospital occupancy,7092,Canada
2022-10-27,Daily hospital occupancy,7149,Canada
2022-10-28,Daily hospital occupancy,7094,Canada
2022-10-29,Daily hospital occupancy,6882,Canada
2022-10-30,Daily hospital occupancy,6906,Canada
2022-10-31,Daily hospital occupancy,7126,Canada
2022-11-01,Daily hospital occupancy,6962,Canada
2022-11-02,Daily hospital occupancy,6998,Canada
2022-11-03,Daily hospital occupancy,6994,Canada
2022-11-04,Daily hospital occupancy,6954,Canada
2022-11-05,Daily hospital occupancy,6706,Canada
2022-11-06,Daily hospital occupancy,6744,Canada
2022-11-07,Daily hospital occupancy,6875,Canada
2022-11-08,Daily hospital occupancy,6826,Canada
2022-11-09,Daily hospital occupancy,6761,Canada
2022-11-10,Daily hospital occupancy,6611,Canada
2022-11-11,Daily hospital occupancy,6440,Canada
2022-11-12,Daily hospital occupancy,6305,Canada
2022-11-13,Daily hospital occupancy,6301,Canada
2022-11-14,Daily hospital occupancy,6447,Canada
2022-11-15,Daily hospital occupancy,6410,Canada
2022-11-16,Daily hospital occupancy,6326,Canada
2022-11-17,Daily hospital occupancy,6210,Canada
2022-11-18,Daily hospital occupancy,6150,Canada
2022-11-19,Daily hospital occupancy,5967,Canada
2022-11-20,Daily hospital occupancy,6016,Canada
2022-11-21,Daily hospital occupancy,6211,Canada
2022-11-22,Daily hospital occupancy,6188,Canada
2022-11-23,Daily hospital occupancy,6141,Canada
2022-11-24,Daily hospital occupancy,6206,Canada
2022-11-25,Daily hospital occupancy,6161,Canada
2022-11-26,Daily hospital occupancy,6063,Canada
2022-11-27,Daily hospital occupancy,6176,Canada
2022-11-28,Daily hospital occupancy,6302,Canada
2022-11-29,Daily hospital occupancy,6323,Canada
2022-11-30,Daily hospital occupancy,6374,Canada
2022-12-01,Daily hospital occupancy,6354,Canada
2022-12-02,Daily hospital occupancy,6300,Canada
2022-12-03,Daily hospital occupancy,6119,Canada
2022-12-04,Daily hospital occupancy,6202,Canada
2022-12-05,Daily hospital occupancy,6404,Canada
2022-12-06,Daily hospital occupancy,6397,Canada
2022-12-07,Daily hospital occupancy,6273,Canada
2022-12-08,Daily hospital occupancy,6264,Canada
2022-12-09,Daily hospital occupancy,6211,Canada
2022-12-10,Daily hospital occupancy,6057,Canada
2022-12-11,Daily hospital occupancy,6026,Canada
2022-12-12,Daily hospital occupancy,6344,Canada
2022-12-13,Daily hospital occupancy,6276,Canada
2022-12-14,Daily hospital occupancy,6360,Canada
2022-12-15,Daily hospital occupancy,6387,Canada
2022-12-16,Daily hospital occupancy,6307,Canada
2022-12-17,Daily hospital occupancy,6151,Canada
2022-12-18,Daily hospital occupancy,6220,Canada
2022-12-19,Daily hospital occupancy,6430,Canada
2022-12-20,Daily hospital occupancy,6335,Canada
2022-12-21,Daily hospital occupancy,6261,Canada
2022-12-22,Daily hospital occupancy,6229,Canada
2022-12-23,Daily hospital occupancy,5998,Canada
2022-12-24,Daily hospital occupancy,5880,Canada
2022-12-25,Daily hospital occupancy,5810,Canada
2022-12-26,Daily hospital occupancy,5949,Canada
2022-12-27,Daily hospital occupancy,6147,Canada
2022-12-28,Daily hospital occupancy,6220,Canada
2022-12-29,Daily hospital occupancy,6302,Canada
2022-12-30,Daily hospital occupancy,6325,Canada
2022-12-31,Daily hospital occupancy,6155,Canada
2023-01-01,Daily hospital occupancy,6183,Canada
2023-01-02,Daily hospital occupancy,6347,Canada
2023-01-03,Daily hospital occupancy,6509,Canada
2023-01-04,Daily hospital occupancy,6584,Canada
2023-01-05,Daily hospital occupancy,6510,Canada
2023-01-06,Daily hospital occupancy,6467,Canada
2023-01-07,Daily hospital occupancy,6334,Canada
2023-01-08,Daily hospital occupancy,6346,Canada
2023-01-09,Daily hospital occupancy,6518,Canada
2023-01-10,Daily hospital occupancy,6365,Canada
2023-01-11,Daily hospital occupancy,6309,Canada
2023-01-12,Daily hospital occupancy,6172,Canada
2023-01-13,Daily hospital occupancy,6051,Canada
2023-01-14,Daily hospital occupancy,5851,Canada
2023-01-15,Daily hospital occupancy,5841,Canada
2023-01-16,Daily hospital occupancy,5902,Canada
2023-01-17,Daily hospital occupancy,5795,Canada
2023-01-18,Daily hospital occupancy,5635,Canada
2023-01-19,Daily hospital occupancy,5620,Canada
2023-01-20,Daily hospital occupancy,5553,Canada
2023-01-21,Daily hospital occupancy,5305,Canada
2023-01-22,Daily hospital occupancy,5289,Canada
2023-01-23,Daily hospital occupancy,5452,Canada
2023-01-24,Daily hospital occupancy,5343,Canada
2023-01-25,Daily hospital occupancy,5215,Canada
2023-01-26,Daily hospital occupancy,5069,Canada
2023-01-27,Daily hospital occupancy,5014,Canada
2023-01-28,Daily hospital occupancy,4898,Canada
2023-01-29,Daily hospital occupancy,4898,Canada
2023-01-30,Daily hospital occupancy,4974,Canada
2023-01-31,Daily hospital occupancy,4765,Canada
2023-02-01,Daily hospital occupancy,4719,Canada
2023-02-02,Daily hospital occupancy,4673,Canada
2023-02-03,Daily hospital occupancy,4654,Canada
2023-02-04,Daily hospital occupancy,4465,Canada
2023-02-05,Daily hospital occupancy,4527,Canada
2023-02-06,Daily hospital occupancy,4613,Canada
2023-02-07,Daily hospital occupancy,4558,Canada
2023-02-08,Daily hospital occupancy,4546,Canada
2023-02-09,Daily hospital occupancy,4485,Canada
2023-02-10,Daily hospital occupancy,4482,Canada
2023-02-11,Daily hospital occupancy,4385,Canada
2023-02-12,Daily hospital occupancy,4374,Canada
2023-02-13,Daily hospital occupancy,4536,Canada
2023-02-14,Daily hospital occupancy,4479,Canada
2023-02-15,Daily hospital occupancy,4489,Canada
2023-02-16,Daily hospital occupancy,4379,Canada
2023-02-17,Daily hospital occupancy,4328,Canada
2023-02-18,Daily hospital occupancy,4139,Canada
2023-02-19,Daily hospital occupancy,4214,Canada
2023-02-20,Daily hospital occupancy,4305,Canada
2023-02-21,Daily hospital occupancy,4357,Canada
2023-02-22,Daily hospital occupancy,4393,Canada
2023-02-23,Daily hospital occupancy,4418,Canada
2023-02-24,Daily hospital occupancy,4379,Canada
2023-02-25,Daily hospital occupancy,4238,Canada
2023-02-26,Daily hospital occupancy,4295,Canada
2023-02-27,Daily hospital occupancy,4421,Canada
2023-02-28,Daily hospital occupancy,4425,Canada
2023-03-01,Daily hospital occupancy,4426,Canada
2023-03-02,Daily hospital occupancy,4426,Canada
2023-03-03,Daily hospital occupancy,4389,Canada
2023-03-04,Daily hospital occupancy,4170,Canada
2023-03-05,Daily hospital occupancy,4255,Canada
2023-03-06,Daily hospital occupancy,4375,Canada
2023-03-07,Daily hospital occupancy,4308,Canada
2023-03-08,Daily hospital occupancy,4264,Canada
2023-03-09,Daily hospital occupancy,4211,Canada
2023-03-10,Daily hospital occupancy,4181,Canada
2023-03-11,Daily hospital occupancy,3997,Canada
2023-03-12,Daily hospital occupancy,4010,Canada
2023-03-13,Daily hospital occupancy,4072,Canada
2023-03-14,Daily hospital occupancy,4041,Canada
2023-03-15,Daily hospital occupancy,4005,Canada
2023-03-16,Daily hospital occupancy,4040,Canada
2023-03-17,Daily hospital occupancy,3980,Canada
2023-03-18,Daily hospital occupancy,3901,Canada
2023-03-19,Daily hospital occupancy,3948,Canada
2023-03-20,Daily hospital occupancy,4071,Canada
2023-03-21,Daily hospital occupancy,4040,Canada
2023-03-22,Daily hospital occupancy,4032,Canada
2023-03-23,Daily hospital occupancy,3973,Canada
2023-03-24,Daily hospital occupancy,3961,Canada
2023-03-25,Daily hospital occupancy,3832,Canada
2023-03-26,Daily hospital occupancy,3873,Canada
2023-03-27,Daily hospital occupancy,3946,Canada
2023-03-28,Daily hospital occupancy,3877,Canada
2023-03-29,Daily hospital occupancy,3876,Canada
2023-03-30,Daily hospital occupancy,3947,Canada
2023-03-31,Daily hospital occupancy,3931,Canada
2023-04-01,Daily hospital occupancy,3760,Canada
2023-04-02,Daily hospital occupancy,3773,Canada
2023-04-03,Daily hospital occupancy,3978,Canada
2023-04-04,Daily hospital occupancy,3958,Canada
2023-04-05,Daily hospital occupancy,3895,Canada
2023-04-06,Daily hospital occupancy,3898,Canada
2023-04-07,Daily hospital occupancy,3774,Canada
2023-04-08,Daily hospital occupancy,3749,Canada
2023-04-09,Daily hospital occupancy,3795,Canada
2023-04-10,Daily hospital occupancy,3864,Canada
2023-04-11,Daily hospital occupancy,3909,Canada
2023-04-12,Daily hospital occupancy,3872,Canada
2023-04-13,Daily hospital occupancy,3875,Canada
2023-04-14,Daily hospital occupancy,3867,Canada
2023-04-15,Daily hospital occupancy,3725,Canada
2023-04-16,Daily hospital occupancy,3743,Canada
2023-04-17,Daily hospital occupancy,3864,Canada
2023-04-18,Daily hospital occupancy,3945,Canada
2023-04-19,Daily hospital occupancy,3839,Canada
2023-04-20,Daily hospital occupancy,3744,Canada
2023-04-21,Daily hospital occupancy,3728,Canada
2023-04-22,Daily hospital occupancy,3600,Canada
2023-04-23,Daily hospital occupancy,3535,Canada
2023-04-24,Daily hospital occupancy,3661,Canada
2023-04-25,Daily hospital occupancy,3616,Canada
2023-04-26,Daily hospital occupancy,3601,Canada
2023-04-27,Daily hospital occupancy,3526,Canada
2023-04-28,Daily hospital occupancy,3511,Canada
2023-04-29,Daily hospital occupancy,3404,Canada
2023-04-30,Daily hospital occupancy,3432,Canada
