country,date,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k
Northern Mariana Islands,2022-08-01,116.28751,299.0413,30.135685,234.5736,603.222,60.789295,0.36247575,0.86256915,0.055790935,0.7311812,1.7399628,0.112540714
Northern Mariana Islands,2022-08-08,117.64895,302.47937,30.923084,237.31985,610.1573,62.37763,0.1944905,0.52642983,-0.050657548,0.3923236,1.061907,-0.10218572
Northern Mariana Islands,2022-08-15,120.436646,307.03143,33.18577,242.94318,619.33966,66.94189,0.39824328,0.89037734,0.08395168,0.8033309,1.7960571,0.1693462
Northern Mariana Islands,2022-08-22,122.69605,310.48648,35.327087,247.50081,626.30914,71.26132,0.3227717,0.72420734,0.046577383,0.6510907,1.4608612,0.09395527
Northern Mariana Islands,2022-08-29,123.88737,314.07007,35.68159,249.90392,633.53784,71.97642,0.1701885,0.62485015,-0.085252024,0.34330195,1.2604393,-0.17196922
Northern Mariana Islands,2022-09-05,124.76224,316.8175,36.104874,251.6687,639.08,72.83026,0.12498125,0.42620495,-0.031172952,0.25211048,0.85973483,-0.062881656
Northern Mariana Islands,2022-09-12,126.11188,318.5892,35.876747,254.39117,642.6538,72.370094,0.1928056,0.31352818,-0.04768539,0.38892484,0.6324448,-0.09619032
Northern Mariana Islands,2022-09-19,127.461235,320.34915,35.899815,257.11307,646.204,72.41662,0.19276536,0.2991463,-0.045389403,0.38884366,0.60343385,-0.09155888
Northern Mariana Islands,2022-09-26,128.37299,322.58307,35.14778,258.95224,650.7102,70.89963,0.1302492,0.34728613,-0.0651581,0.26273695,0.70054084,-0.13143604
Northern Mariana Islands,2022-10-03,129.69592,324.16354,35.18373,261.62085,653.8983,70.972145,0.18899111,0.3216905,-0.03963551,0.3812303,0.64890975,-0.07995222
Northern Mariana Islands,2022-10-10,131.13524,325.8081,34.736725,264.5242,657.2157,70.07045,0.2056164,0.31685275,-0.0453482,0.4147666,0.6391511,-0.09147578
Northern Mariana Islands,2022-10-17,132.27309,327.5862,34.73628,266.8195,660.8025,70.06955,0.16255163,0.32159662,-0.024350274,0.32789692,0.6487203,-0.04911904
Northern Mariana Islands,2022-10-24,133.33023,329.2186,34.752407,268.95193,664.09534,70.10208,0.15102057,0.2885615,-0.03665928,0.30463666,0.58208233,-0.0739486
Northern Mariana Islands,2022-10-31,134.38861,330.85117,34.725334,271.08688,667.3885,70.04748,0.15119572,0.27891287,-0.029149633,0.30498996,0.56261927,-0.058800243
Northern Mariana Islands,2022-11-07,135.4495,332.38968,34.696495,273.22687,670.49194,69.9893,0.15155481,0.28088942,-0.040929656,0.3057143,0.5666063,-0.082562745
Northern Mariana Islands,2022-11-14,136.54327,334.23895,34.70102,275.43323,674.2223,69.99843,0.15625407,0.30174085,-0.028303169,0.3151936,0.60866755,-0.057092767
Northern Mariana Islands,2022-11-21,137.63643,336.06647,34.716858,277.63834,677.9087,70.03037,0.1561659,0.29672566,-0.037672218,0.31501573,0.598551,-0.075991884
Northern Mariana Islands,2022-11-28,138.74007,337.5782,34.669327,279.86456,680.9581,69.934494,0.15766147,0.29136807,-0.02335712,0.3180326,0.58774376,-0.04711566
Northern Mariana Islands,2022-12-05,140.02274,339.4147,34.969734,282.45197,684.6627,70.540474,0.18323855,0.34927738,-0.04475423,0.3696263,0.7045576,-0.09027763
Northern Mariana Islands,2022-12-12,142.414,341.82635,36.402596,287.27557,689.52747,73.43082,0.3416095,0.56893396,0.014789952,0.6890901,1.1476458,0.02983409
Northern Mariana Islands,2022-12-19,143.29262,344.93506,36.81375,289.0479,695.79834,74.2602,0.12551688,0.49616086,-0.061797876,0.25319093,1.0008489,-0.12465783
Northern Mariana Islands,2022-12-26,144.04295,347.38016,37.220993,290.5615,700.7305,75.08168,0.107191,0.4463197,-0.024635438,0.21622422,0.90031004,-0.049694274
Northern Mariana Islands,2023-01-02,144.94827,350.54648,37.649662,292.38766,707.11755,75.94639,0.12933068,0.6376789,-0.009735113,0.2608841,1.2863172,-0.019637538
Northern Mariana Islands,2023-01-09,146.01717,352.1024,37.627186,294.54385,710.25616,75.90105,0.15269962,0.3187827,-0.01724706,0.3080236,0.64304405,-0.034790535
Northern Mariana Islands,2023-01-16,147.08925,353.71204,37.84868,296.70645,713.5031,76.34784,0.15315562,0.32447714,-0.021047343,0.30894345,0.6545309,-0.042456415
Northern Mariana Islands,2023-01-23,148.35423,355.34732,38.092743,299.25815,716.8018,76.840164,0.18071103,0.29097167,-0.019888531,0.36452785,0.58694404,-0.040118873
Northern Mariana Islands,2023-01-30,149.37755,357.02435,38.142952,301.32236,720.1847,76.941444,0.14618699,0.30961505,-0.04366308,0.29488644,0.62455124,-0.08807657
Northern Mariana Islands,2023-02-06,150.62593,358.6375,38.150898,303.84058,723.4387,76.95747,0.178341,0.29344767,-0.038198758,0.35974702,0.5919387,-0.07705402
Northern Mariana Islands,2023-02-13,151.66766,360.31943,38.126965,305.94196,726.8315,76.909195,0.14881909,0.3101609,-0.032063346,0.30019584,0.6256524,-0.064677745
Northern Mariana Islands,2023-02-20,152.33054,363.02838,38.512897,307.27908,732.2959,77.68769,0.094696365,0.43148375,-0.03131083,0.19102022,0.87038314,-0.063159786
Northern Mariana Islands,2023-02-27,153.03305,366.3326,39.137596,308.6962,738.9612,78.94782,0.10035898,0.5999792,-0.012560683,0.20244277,1.2102699,-0.02533724
Northern Mariana Islands,2023-03-06,153.95633,368.14008,39.080025,310.5586,742.6071,78.831696,0.13189651,0.3340268,-0.047001906,0.26605985,0.6737943,-0.0948116
Northern Mariana Islands,2023-03-13,154.6608,371.39325,39.36752,311.97964,749.16943,79.41163,0.10063853,0.544166,-0.0891696,0.20300668,1.0976843,-0.17987171
Northern Mariana Islands,2023-03-20,155.24648,374.18607,39.385616,313.16107,754.80304,79.448135,0.083668366,0.42014977,-0.042046107,0.1687747,0.8475204,-0.08481484
Northern Mariana Islands,2023-03-27,155.82082,376.71155,39.2328,314.3196,759.89746,79.13987,0.08204821,0.4114001,-0.043152284,0.16550654,0.8298707,-0.087046206
Northern Mariana Islands,2023-04-03,156.75307,378.82303,38.8944,316.20016,764.1567,78.45726,0.133179,0.34088576,-0.042761106,0.26864687,0.6876301,-0.08625712
Northern Mariana Islands,2023-04-10,157.71161,380.59302,38.468666,318.13373,767.7271,77.598465,0.13693556,0.3020241,-0.04698386,0.27622455,0.6092389,-0.09477521
Northern Mariana Islands,2023-04-17,158.34851,383.16257,38.470444,319.41846,772.91034,77.60206,0.09098564,0.40525368,-0.03998401,0.183535,0.8174722,-0.0806552
Northern Mariana Islands,2023-04-24,159.2801,385.8645,38.478924,321.29767,778.36066,77.61916,0.13308392,0.40236717,-0.090905525,0.2684551,0.8116496,-0.18337339
Northern Mariana Islands,2023-05-01,160.34576,388.09772,38.364502,323.4473,782.8654,77.38835,0.15223859,0.31902802,-0.03497476,0.30709362,0.64353895,-0.07055061
Northern Mariana Islands,2023-05-08,161.06139,390.66873,38.385323,324.89084,788.05164,77.43035,0.10223051,0.41956592,-0.021053132,0.206218,0.8463427,-0.042468093
Northern Mariana Islands,2023-05-15,161.78113,393.22095,38.417007,326.3427,793.19995,77.49427,0.102821305,0.4342743,-0.021544585,0.20740974,0.87601215,-0.04345944
Northern Mariana Islands,2023-05-22,162.50063,395.78302,38.460983,327.79407,798.36816,77.58298,0.10278585,0.4110627,-0.031174133,0.20733821,0.8291901,-0.06288403
Northern Mariana Islands,2023-05-29,163.2061,398.34106,38.50348,329.21713,803.52814,77.66869,0.10078133,0.40997335,-0.025295444,0.20329474,0.8269927,-0.051025625
Northern Mariana Islands,2023-06-05,164.22026,400.5651,38.38521,331.26288,808.01447,77.43012,0.1448805,0.3490927,-0.034984373,0.29225096,0.704185,-0.07057
Northern Mariana Islands,2023-06-12,164.95868,403.12793,38.424294,332.7524,813.1842,77.508965,0.10548853,0.40032881,-0.025671976,0.21279003,0.80753785,-0.05178516
Northern Mariana Islands,2023-06-19,165.61847,405.69208,38.449562,334.0833,818.3565,77.55994,0.09425455,0.39628017,-0.027340716,0.190129,0.799371,-0.05515132
Northern Mariana Islands,2023-06-26,166.6155,407.31262,38.68578,336.09448,821.62555,78.03643,0.14243126,0.29723307,-0.045469977,0.2873104,0.5995745,-0.09172142
Northern Mariana Islands,2023-07-03,167.30487,409.88434,38.709423,337.4851,826.8131,78.08412,0.09848273,0.40131003,-0.040860496,0.19865802,0.80951715,-0.08242324
Northern Mariana Islands,2023-07-10,168.04878,412.86636,38.69818,338.98572,832.8284,78.06145,0.10627371,0.4573051,-0.08269512,0.21437389,0.9224696,-0.16681148
Northern Mariana Islands,2023-07-17,168.62042,415.18793,38.742546,340.13882,837.5115,78.15094,0.08166269,0.3656137,-0.05126603,0.16472888,0.737511,-0.103413135
Northern Mariana Islands,2023-07-24,169.11166,417.5442,38.411793,341.12976,842.26447,77.48374,0.07017714,0.33660713,-0.08347025,0.14156036,0.6789993,-0.16837506
Northern Mariana Islands,2023-07-31,170.02136,419.3122,37.84659,342.96478,845.8309,76.34362,0.12995712,0.27690074,-0.0778026,0.26214775,0.55856043,-0.15694234
Northern Mariana Islands,2023-08-07,170.56123,422.34348,37.610046,344.0538,851.9455,75.86647,0.07712528,0.39542922,-0.10507999,0.15557607,0.79765445,-0.21196595
Northern Mariana Islands,2023-08-14,171.48457,424.1125,37.13966,345.91635,855.5139,74.91762,0.13190413,0.2566311,-0.06719775,0.26607522,0.5176728,-0.1355504
Northern Mariana Islands,2023-08-21,172.48642,426.3156,37.105156,347.9373,859.95807,74.848015,0.14312273,0.31473503,-0.045725994,0.28870523,0.63487923,-0.09223785
Northern Mariana Islands,2023-08-28,173.37163,428.05014,37.06471,349.72287,863.4569,74.766426,0.12645666,0.26029527,-0.046793584,0.25508666,0.52506405,-0.094391376
Northern Mariana Islands,2023-09-04,174.01128,430.7571,37.18211,351.01318,868.91736,75.00325,0.09137991,0.41008267,-0.06628481,0.18433031,0.8272132,-0.13370882
Northern Mariana Islands,2023-09-11,174.58162,433.46545,37.29058,352.16367,874.3806,75.22205,0.081476085,0.41122457,-0.066380605,0.16435245,0.82951665,-0.13390206
Northern Mariana Islands,2023-09-18,175.20592,436.12643,37.587334,353.423,879.7483,75.82066,0.08918575,0.4235159,-0.06221982,0.17990428,0.8543105,-0.12550898
Northern Mariana Islands,2023-09-25,176.13351,437.8642,37.561703,355.29413,883.2537,75.76896,0.13251396,0.26425797,-0.05354474,0.26730534,0.5330576,-0.108009726
Northern Mariana Islands,2023-10-02,176.71071,440.57608,37.71816,356.45847,888.72406,76.08456,0.08245744,0.41575834,-0.0709086,0.16633202,0.8386621,-0.14303586
Northern Mariana Islands,2023-10-09,177.69817,442.2461,37.922688,358.45032,892.09283,76.49713,0.14106372,0.26823568,-0.044001803,0.28455183,0.54108137,-0.08875984
Northern Mariana Islands,2023-10-16,178.70355,443.97733,37.85466,360.47836,895.5851,76.35991,0.14362659,0.27540228,-0.046280235,0.28972158,0.55553776,-0.09335586
Northern Mariana Islands,2023-10-23,179.59851,445.71927,38.053776,362.28366,899.0989,76.76156,0.12785134,0.27543995,-0.04842004,0.25789997,0.55561376,-0.097672254
Northern Mariana Islands,2023-10-30,180.60399,447.46722,37.998177,364.31192,902.6248,76.64941,0.14364082,0.28133404,-0.0459555,0.2897503,0.5675032,-0.09270081
Northern Mariana Islands,2023-11-06,181.59908,449.2091,38.21386,366.3192,906.13855,77.08448,0.14215589,0.27485368,-0.045363847,0.28675494,0.5544311,-0.09150734
Northern Mariana Islands,2023-11-13,182.59433,450.83517,38.44201,368.3268,909.4186,77.5447,0.14217934,0.27077344,-0.045343786,0.28680223,0.5462005,-0.09146687
Northern Mariana Islands,2023-11-20,183.60243,452.61255,38.372093,370.36032,913.0039,77.40366,0.1440129,0.2870832,-0.044970743,0.29050088,0.5791004,-0.09071437
Northern Mariana Islands,2023-11-27,184.59666,454.37604,38.579372,372.36588,916.56116,77.821785,0.14203307,0.27516246,-0.03980631,0.28650716,0.555054,-0.08029675
Northern Mariana Islands,2023-12-04,185.59172,455.8781,38.0155,374.37308,919.5911,76.68435,0.14215073,0.26293027,-0.04520318,0.28674453,0.53037935,-0.091183245
Northern Mariana Islands,2023-12-11,186.58055,457.3795,37.398888,376.36777,922.61975,75.44053,0.14126244,0.26664305,-0.049640495,0.28495267,0.53786874,-0.100134134
Northern Mariana Islands,2023-12-18,187.58049,458.88837,36.76106,378.38483,925.6634,74.15391,0.14284943,0.2712525,-0.04290686,0.28815392,0.54716694,-0.086551145
Northern Mariana Islands,2023-12-25,188.57916,460.37527,36.989742,380.39932,928.6628,74.61521,0.14266574,0.273544,-0.049125202,0.2877834,0.5517893,-0.09909469
Northern Mariana Islands,2024-01-01,189.57928,462.17166,36.68822,382.41675,932.2864,74.00698,0.14287446,0.30008242,-0.04637932,0.28820443,0.6053222,-0.09355573
Northern Mariana Islands,2024-01-08,190.614,463.98322,36.45262,384.50397,935.9406,73.53174,0.14781755,0.27134505,-0.06283409,0.29817557,0.54735357,-0.12674809
Northern Mariana Islands,2024-01-15,191.62166,465.82147,36.230824,386.53662,939.64874,73.08433,0.1439508,0.28145373,-0.056542084,0.29037562,0.5677446,-0.114055924
Northern Mariana Islands,2024-01-22,192.64113,467.61475,36.034107,388.59305,943.2661,72.687515,0.14563811,0.2780949,-0.053699728,0.29377922,0.56096923,-0.10832236
Northern Mariana Islands,2024-01-29,193.52278,469.87476,35.83398,390.37152,947.82495,72.28382,0.12595128,0.31668624,-0.069212936,0.2540672,0.63881516,-0.1396154
Northern Mariana Islands,2024-02-05,194.29659,472.16174,35.97103,391.93243,952.43823,72.56027,0.11054296,0.422253,-0.052065812,0.22298576,0.85176307,-0.10502645
Northern Mariana Islands,2024-02-12,194.94205,474.6048,36.123074,393.23444,957.36633,72.866974,0.09220865,0.4222785,-0.06439062,0.18600205,0.85181445,-0.12988788
Northern Mariana Islands,2024-02-19,195.62236,477.05554,36.15763,394.60675,962.30994,72.93668,0.09718743,0.41178536,-0.07214118,0.19604516,0.8306479,-0.14552219
Northern Mariana Islands,2024-02-26,196.12114,479.53586,36.256176,395.6129,967.3132,73.13547,0.07125541,0.41649652,-0.08156457,0.14373544,0.84015113,-0.16453093
Northern Mariana Islands,2024-03-04,196.62279,481.92813,35.822857,396.62482,972.13885,72.26138,0.0716624,0.37154794,-0.07145289,0.14455643,0.7494815,-0.1441338
Northern Mariana Islands,2024-03-11,197.189,484.33972,35.17536,397.76697,977.00354,70.95527,0.08088814,0.36456233,-0.11617464,0.16316645,0.7353902,-0.2343459
Northern Mariana Islands,2024-03-18,198.0643,486.70993,34.508457,399.53262,981.78467,69.60999,0.12504248,0.3513104,-0.13649328,0.252234,0.7086585,-0.27533242
Northern Mariana Islands,2024-03-25,198.58104,489.16568,33.839283,400.57498,986.73834,68.26015,0.07382026,0.3520665,-0.10536939,0.14890924,0.71018374,-0.2125497
Northern Mariana Islands,2024-04-01,199.26193,491.55112,33.620735,401.94846,991.5503,67.81929,0.09727057,0.38120267,-0.07064046,0.19621287,0.76895684,-0.14249498
Northern Mariana Islands,2024-04-08,200.01418,493.71545,32.99493,403.46588,995.91614,66.55692,0.10746307,0.3952854,-0.05711243,0.21677305,0.79736435,-0.11520642
Northern Mariana Islands,2024-04-15,200.6726,496.13235,32.484062,404.79407,1000.79144,65.526405,0.09406292,0.35347173,-0.09828561,0.18974243,0.71301836,-0.19826038
Northern Mariana Islands,2024-04-22,201.73541,497.63916,31.942835,406.93796,1003.83093,64.434654,0.15182936,0.2646086,-0.07877435,0.30626813,0.53376484,-0.15890254
Northern Mariana Islands,2024-04-29,202.95448,499.15552,31.496576,409.39703,1006.8898,63.534466,0.17415226,0.28642383,-0.030465081,0.35129756,0.5777703,-0.06145375
Northern Mariana Islands,2024-05-06,204.09782,500.93036,31.005392,411.70334,1010.4699,62.54366,0.16333327,0.2964265,-0.069477,0.32947364,0.59794754,-0.14014807
Northern Mariana Islands,2024-05-13,205.08807,502.33508,30.42529,413.70087,1013.3035,61.37348,0.14146449,0.27162465,-0.081590556,0.28536025,0.54791754,-0.16458337
Northern Mariana Islands,2024-05-20,206.22217,503.85306,29.813604,415.98856,1016.36554,60.1396,0.16201434,0.27807245,-0.08738352,0.32681313,0.560924,-0.17626886
Northern Mariana Islands,2024-05-27,207.33289,505.23755,29.445423,418.22906,1019.1583,59.396908,0.15867275,0.24337661,-0.112839706,0.32007253,0.490936,-0.22761872
Northern Mariana Islands,2024-06-03,207.25008,504.9586,29.112389,418.06204,1018.59564,58.725113,-0.011828825,0.15673022,-0.10699137,-0.023860944,0.31615406,-0.21582155
Northern Mariana Islands,2024-06-10,207.40775,504.65793,28.727839,418.3801,1017.9891,57.949406,0.022523971,0.16676162,-0.10538895,0.04543505,0.33638927,-0.21258916
Northern Mariana Islands,2024-06-17,207.55048,504.3368,28.434702,418.668,1017.3413,57.358097,0.02039062,0.1718333,-0.08002107,0.041131683,0.3466198,-0.16141741
Norway,2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,2020-01-27,-61.141853,-61.141853,-61.141853,-1.125105,-1.125105,-1.125105,-8.73455,-8.73455,-8.73455,-0.16072929,-0.16072929,-0.16072929
Norway,2020-02-03,-112.95037,-112.95037,-112.95037,-2.0784624,-2.0784624,-2.0784624,-7.4012175,-7.4012175,-7.4012175,-0.13619389,-0.13619389,-0.13619389
Norway,2020-02-10,-124.42556,-124.42556,-124.42556,-2.2896235,-2.2896235,-2.2896235,-1.6393125,-1.6393125,-1.6393125,-0.030165896,-0.030165896,-0.030165896
Norway,2020-02-17,-165.06741,-165.06741,-165.06741,-3.0374968,-3.0374968,-3.0374968,-5.8059793,-5.8059793,-5.8059793,-0.10683903,-0.10683903,-0.10683903
Norway,2020-02-24,-200.63763,-200.63763,-200.63763,-3.692044,-3.692044,-3.692044,-5.0814605,-5.0814605,-5.0814605,-0.09350677,-0.09350677,-0.09350677
Norway,2020-03-02,-263.20786,-263.20786,-263.20786,-4.8434334,-4.8434334,-4.8434334,-8.938603,-8.938603,-8.938603,-0.16448419,-0.16448419,-0.16448419
Norway,2020-03-09,-258.5781,-258.5781,-258.5781,-4.7582383,-4.7582383,-4.7582383,0.66139644,0.66139644,0.66139644,0.012170722,0.012170722,0.012170722
Norway,2020-03-16,-258.74832,-258.74832,-258.74832,-4.7613707,-4.7613707,-4.7613707,-0.024317818,-0.024317818,-0.024317818,-0.0004474856,-0.0004474856,-0.0004474856
Norway,2020-03-23,-180.11855,-180.11855,-180.11855,-3.3144608,-3.3144608,-3.3144608,11.232825,11.232825,11.232825,0.20670143,0.20670143,0.20670143
Norway,2020-03-30,-142.68877,-142.68877,-142.68877,-2.6256948,-2.6256948,-2.6256948,5.3471107,5.3471107,5.3471107,0.09839514,0.09839514,0.09839514
Norway,2020-04-06,-81.45899,-81.45899,-81.45899,-1.4989719,-1.4989719,-1.4989719,8.74711,8.74711,8.74711,0.16096042,0.16096042,0.16096042
Norway,2020-04-13,-25.429213,-25.429213,-25.429213,-0.46793702,-0.46793702,-0.46793702,8.004253,8.004253,8.004253,0.14729069,0.14729069,0.14729069
Norway,2020-04-20,-22.599438,-22.599438,-22.599438,-0.41586477,-0.41586477,-0.41586477,0.4042536,0.4042536,0.4042536,0.0074388944,0.0074388944,0.0074388944
Norway,2020-04-27,-9.369663,-9.369663,-9.369663,-0.17241634,-0.17241634,-0.17241634,1.8899679,1.8899679,1.8899679,0.034778345,0.034778345,0.034778345
Norway,2020-05-04,2.0601125,2.0601125,2.0601125,0.037909266,0.037909266,0.037909266,1.632825,1.632825,1.632825,0.030046517,0.030046517,0.030046517
Norway,2020-05-11,-30.710112,-30.710112,-30.710112,-0.5651138,-0.5651138,-0.5651138,-4.681461,-4.681461,-4.681461,-0.086146146,-0.086146146,-0.086146146
Norway,2020-05-18,-17.080338,-17.080338,-17.080338,-0.31430474,-0.31430474,-0.31430474,1.9471108,1.9471108,1.9471108,0.03582986,0.03582986,0.03582986
Norway,2020-05-25,-62.850563,-62.850563,-62.850563,-1.1565479,-1.1565479,-1.1565479,-6.5386033,-6.5386033,-6.5386033,-0.12032046,-0.12032046,-0.12032046
Norway,2020-06-01,-94.22079,-94.22079,-94.22079,-1.7338088,-1.7338088,-1.7338088,-4.4814606,-4.4814606,-4.4814606,-0.082465835,-0.082465835,-0.082465835
Norway,2020-06-08,-78.99101,-78.99101,-78.99101,-1.4535573,-1.4535573,-1.4535573,2.175682,2.175682,2.175682,0.04003593,0.04003593,0.04003593
Norway,2020-06-15,-58.161236,-58.161236,-58.161236,-1.0702571,-1.0702571,-1.0702571,2.9756823,2.9756823,2.9756823,0.054757174,0.054757174,0.054757174
Norway,2020-06-22,-102.53146,-102.53146,-102.53146,-1.8867381,-1.8867381,-1.8867381,-6.3386035,-6.3386035,-6.3386035,-0.11664015,-0.11664015,-0.11664015
Norway,2020-06-29,-148.30168,-148.30168,-148.30168,-2.7289813,-2.7289813,-2.7289813,-6.5386033,-6.5386033,-6.5386033,-0.12032046,-0.12032046,-0.12032046
Norway,2020-07-06,-192.47191,-192.47191,-192.47191,-3.541782,-3.541782,-3.541782,-6.310032,-6.310032,-6.310032,-0.116114385,-0.116114385,-0.116114385
Norway,2020-07-13,-155.84213,-155.84213,-155.84213,-2.8677373,-2.8677373,-2.8677373,5.232825,5.232825,5.232825,0.09629211,0.09629211,0.09629211
Norway,2020-07-20,-140.41235,-140.41235,-140.41235,-2.5838056,-2.5838056,-2.5838056,2.2042537,2.2042537,2.2042537,0.04056169,0.04056169,0.04056169
Norway,2020-07-27,-81.98258,-81.98258,-81.98258,-1.5086069,-1.5086069,-1.5086069,8.347111,8.347111,8.347111,0.1535998,0.1535998,0.1535998
Norway,2020-08-03,-56.35281,-56.35281,-56.35281,-1.0369792,-1.0369792,-1.0369792,3.6613965,3.6613965,3.6613965,0.06737538,0.06737538,0.06737538
Norway,2020-08-10,-24.723034,-24.723034,-24.723034,-0.4549422,-0.4549422,-0.4549422,4.5185394,4.5185394,4.5185394,0.08314814,0.08314814,0.08314814
Norway,2020-08-17,9.906741,9.906741,9.906741,0.18229944,0.18229944,0.18229944,4.9471107,4.9471107,4.9471107,0.09103452,0.09103452,0.09103452
Norway,2020-08-24,-18.663483,-18.663483,-18.663483,-0.34343708,-0.34343708,-0.34343708,-4.0814605,-4.0814605,-4.0814605,-0.07510521,-0.07510521,-0.07510521
Norway,2020-08-31,-26.633707,-26.633707,-26.633707,-0.49010158,-0.49010158,-0.49010158,-1.1386036,-1.1386036,-1.1386036,-0.020952074,-0.020952074,-0.020952074
Norway,2020-09-07,56.796066,56.796066,56.796066,1.0451359,1.0451359,1.0451359,11.918539,11.918539,11.918539,0.21931963,0.21931963,0.21931963
Norway,2020-09-14,116.02584,116.02584,116.02584,2.1350558,2.1350558,2.1350558,8.461396,8.461396,8.461396,0.15570283,0.15570283,0.15570283
Norway,2020-09-21,126.45562,126.45562,126.45562,2.3269796,2.3269796,2.3269796,1.489968,1.489968,1.489968,0.027417723,0.027417723,0.027417723
Norway,2020-09-28,186.08539,186.08539,186.08539,3.4242601,3.4242601,3.4242601,8.518539,8.518539,8.518539,0.15675434,0.15675434,0.15675434
Norway,2020-10-05,185.51517,185.51517,185.51517,3.413767,3.413767,3.413767,-0.08146068,-0.08146068,-0.08146068,-0.0014990029,-0.0014990029,-0.0014990029
Norway,2020-10-12,156.14494,156.14494,156.14494,2.8733094,2.8733094,2.8733094,-4.1957464,-4.1957464,-4.1957464,-0.07720825,-0.07720825,-0.07720825
Norway,2020-10-19,196.97472,196.97472,196.97472,3.6246407,3.6246407,3.6246407,5.832825,5.832825,5.832825,0.107333034,0.107333034,0.107333034
Norway,2020-10-26,240.4045,240.4045,240.4045,4.423816,4.423816,4.423816,6.2042537,6.2042537,6.2042537,0.1141679,0.1141679,0.1141679
Norway,2020-11-02,258.43427,258.43427,258.43427,4.755592,4.755592,4.755592,2.5756822,2.5756822,2.5756822,0.04739655,0.04739655,0.04739655
Norway,2020-11-09,261.86404,261.86404,261.86404,4.818705,4.818705,4.818705,0.48996788,0.48996788,0.48996788,0.00901617,0.00901617,0.00901617
Norway,2020-11-16,288.69382,288.69382,288.69382,5.3124146,5.3124146,5.3124146,3.832825,3.832825,3.832825,0.07052993,0.07052993,0.07052993
Norway,2020-11-23,274.92358,274.92358,274.92358,5.059021,5.059021,5.059021,-1.967175,-1.967175,-1.967175,-0.036199074,-0.036199074,-0.036199074
Norway,2020-11-30,245.55338,245.55338,245.55338,4.5185633,4.5185633,4.5185633,-4.1957464,-4.1957464,-4.1957464,-0.07720825,-0.07720825,-0.07720825
Norway,2020-12-07,268.98315,268.98315,268.98315,4.9497075,4.9497075,4.9497075,3.3471107,3.3471107,3.3471107,0.061592035,0.061592035,0.061592035
Norway,2020-12-14,262.0129,262.0129,262.0129,4.8214445,4.8214445,4.8214445,-0.9957464,-0.9957464,-0.9957464,-0.01832328,-0.01832328,-0.01832328
Norway,2020-12-21,222.6427,222.6427,222.6427,4.0969715,4.0969715,4.0969715,-5.6243176,-5.6243176,-5.6243176,-0.10349618,-0.10349618,-0.10349618
Norway,2020-12-28,198.12022,198.12022,198.12022,3.6457198,3.6457198,3.6457198,-3.5032103,-3.5032103,-3.5032103,-0.06446451,-0.06446451,-0.06446451
Norway,2021-01-04,122.92163,122.92163,122.92163,2.2619488,2.2619488,2.2619488,-10.742657,-10.742657,-10.742657,-0.19768156,-0.19768156,-0.19768156
Norway,2021-01-11,74.3897,74.3897,74.3897,1.368886,1.368886,1.368886,-6.9331326,-6.9331326,-6.9331326,-0.1275804,-0.1275804,-0.1275804
Norway,2021-01-18,45.691105,45.691105,45.691105,0.8407873,0.8407873,0.8407873,-4.099799,-4.099799,-4.099799,-0.07544267,-0.07544267,-0.07544267
Norway,2021-01-25,23.49251,23.49251,23.49251,0.43229866,0.43229866,0.43229866,-3.171228,-3.171228,-3.171228,-0.058355518,-0.058355518,-0.058355518
Norway,2021-02-01,-58.706085,-58.706085,-58.706085,-1.0802832,-1.0802832,-1.0802832,-11.742657,-11.742657,-11.742657,-0.21608311,-0.21608311,-0.21608311
Norway,2021-02-08,-90.57135,-90.57135,-90.57135,-1.6666534,-1.6666534,-1.6666534,-4.5521803,-4.5521803,-4.5521803,-0.08376718,-0.08376718,-0.08376718
Norway,2021-02-15,-187.10327,-187.10327,-187.10327,-3.4429908,-3.4429908,-3.4429908,-13.790276,-13.790276,-13.790276,-0.25376248,-0.25376248,-0.25376248
Norway,2021-02-22,-281.80188,-281.80188,-281.80188,-5.185592,-5.185592,-5.185592,-13.528371,-13.528371,-13.528371,-0.24894303,-0.24894303,-0.24894303
Norway,2021-03-01,-446.42883,-446.42883,-446.42883,-8.214984,-8.214984,-8.214984,-23.518139,-23.518139,-23.518139,-0.43277025,-0.43277025,-0.43277025
